term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
ENVO:00002248,luvisol,Luvisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Luvisols have high-activity clays throughout the argic horizon and a high base saturation at certain depths.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002249,phaeozem,"Phaeozems accommodate soils of relatively wet grassland and forest regions in moderately continental climates. Phaeozems are much like Chernozems and Kastanozems but are leached more intensively. Consequently, they have dark, humus rich surface horizons that, in comparison with Chernozems and Kastanozems, are less rich in bases. Phaeozems may or may not have secondary carbonates but have a high base saturation in the upper metre of the soil.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002250,plinthosol,"Plinthosols are soils with plinthite, petroplinthite or pisoliths. Plinthite is an Fe-rich (in some cases also Mn-rich), humus-poor mixture of kaolinitic clay (and other products of strong weathering such as gibbsite) with quartz and other constituents that changes irreversibly to a layer with hard nodules, a hardpan or irregular aggregates on exposure to repeated wetting and drying. Petroplinthite is a continuous, fractured or broken sheet of connected, strongly cemented to indurated nodules or mottles. Pisoliths are discrete strongly cemented to indurated nodules. Both petroplinthite and pisoliths develop from plinthite by hardening.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002251,planosol,"Planosols are soils with a light-coloured, surface horizon that shows signs of periodic water stagnation and abruptly overlies a dense, slowly permeable subsoil with significantly more clay than the surface horizon.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002252,solonchak,Solonchaks are soils that have a high concentration of soluble salts at some time in the year. Solonchaks are largely confined to the arid and semi-arid climate zones and to coastal regions in all climates.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002253,umbrisol,Umbrisols are soils in which organic matter has accumulated within the mineral surface soil (in most cases with low base saturation) to the extent that it significantly affects the behaviour and utilization of the soil.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002254,vertisol,"A soil in which there is a high content of expansive clay known as montmorillonite that forms deep cracks in drier seasons or years. Alternate shrinking and swelling causes self-mulching, where the soil material consistently mixes itself, causing vertisols to have an extremely deep A horizon and no B horizon.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002255,solonetz,"Solonetz are soils with a dense, strongly structured, clayey subsurface horizon that has a high proportion of adsorbed Na and/or Mg ions. Solonetz that contain free soda (Na2CO3) are strongly alkaline (field pH > 8.5).",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002256,regosol,"Regosols form a taxonomic remnant group containing all soils that could not be accommodated in any of the other RSGs. In practice, Regosols are very weakly developed mineral soils in unconsolidated materials that do not have a mollic or umbric horizon, are not very shallow or very rich in gravels (Leptosols), sandy (Arenosols) or with fluvic materials (Fluvisols). Regosols are extensive in eroding lands, particularly in arid and semi-arid areas and in mountainous terrain.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002257,podzol,"Podzols are soils with a typically ash-grey upper subsurface horizon, bleached by loss of organic matter and iron oxides, on top of a dark accumulation horizon with brown, reddish or black illuviated humus and/or reddish Fe compounds. Podzols occur in humid areas in the boreal and temperate zones and locally also in the tropics.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002258,loam,"A soil which is composed of approximately equal proportions of sand and silt, with a smaller proportion of clay.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002259,agricultural soil,Soil which is part of an ecosystem used for agricultural activities.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002260,dune soil,Soil which is part of some dune.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002261,forest soil,A portion of soil which is found in a forested area.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002262,clay soil,Soil which is primarily composed of clay.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002263,garden soil,A portion of soil which is found in a garden.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002264,waste material,A material which is not the desired output of a process and which is typically the input of a process which removes it from its producer (e.g. a disposal process).,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002266,chicken breeding waste material,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002267,industrial waste material,"Industrial wastes are liquid, solid and gaseous wastes originating from the manufacture of specific products.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002273,fluvisol,"Fluvisols accommodate genetically young, azonal soils in alluvial deposits.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002274,stagnosol,"Stagnosols are soils with a perched water table showing redoximorphic features caused by surface water. Stagnosols are periodically wet and mottled in the topsoil and subsoil, with or without concretions and/or bleaching.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002275,technosol,"Technosols are soils whose properties and pedogenesis are dominated by their technical origin. They contain a significant amount of artefacts (something in the soil recognizably made or extracted from the earth by humans), or are sealed by technic hard rock (material created by humans, having properties unlike natural rock). They include soils from wastes (landfills, sludge, cinders, mine spoils and ashes), pavements with their underlying unconsolidated materials, soils with geomembranes and constructed soils in human-made materials.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002276,animal waste material,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002869,hay,"Hay is grass, legumes or other herbaceous plants that have been cut, dried, and stored for use as animal fodder, particularly for grazing livestock such as cattle, horses, goats, and sheep.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002870,adobe,"A natural building material mode from sand, clay, water, and some kind of fibrous or organic material (sticks, straw, and/or manure).",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002871,alluvial soil,Soil which has been eroded and influenced by flowing water and redeposited in a non-marine setting.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002872,bagasse,The biomass remaining after sugarcane stalks are crushed to extract their juice.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002873,organic waste material,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002875,oil contaminated soil,Soil which has elevated concentrations of oil.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002982,clay,"Particulate environmental material which 1) is composed primarily of clay particles, with only minor proportions of other materials, 2) demonstrates plasticity when wet, and 3) is capable of hardening when dried or fired.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002983,fuel oil,"An oil which 1) is liquid at room temperature (approximately 20 degrees Celsius) 2) is intended to be burned in a furnace or boiler for the generation of heat or used in an engine for the generation of power, 3) is obtained from petroleum distillation, either as a distillate or a residue, 4) composed of long hydrocarbon chains, particularly alkanes, cycloalkanes and aromatics.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002984,petroleum,"A naturally occurring flammable liquid consisting of a complex mixture of hydrocarbons of various molecular weights and other liquid organic compounds, that are found in geologic formations beneath the planetary surfaces.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00002985,oil,"A nonpolar, hydrophobic, and lipophilic material which is a viscous liquid at ambient temperatures (about 20 degrees Celsius) or slightly warmer.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003030,silage,"A fermented, high-moisture forage that can be fed to ruminants.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003031,animal manure,Manure which is derived from the waste products of animals.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003032,fresh animal manure,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003033,mushroom compost,"A compost which generally consists of a combination of wheat straw, dried blood, horse manure and ground chalk, composted together and is the residual compost waste generated by industrial mushroom production.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003044,brine,Water saturated or nearly saturated with salt (NaCl).,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003045,bacon curing brine,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003064,drinking water,Drinking water is water which may be consumed by humans with no adverse effects on their health.,ENVO,liquid,TRUE,aqueous,upstream
ENVO:00003065,distilled water,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003071,grass silage,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003074,manufactured product,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003081,metal contaminated soil,Soil which has elevated concentrations of metals.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003082,enriched soil,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003083,sarcosine enriched soil,A portion of sarcosine enriched soil is a portion of soil with elevated levels of sarcosine.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003084,trimethylamine enriched soil,A portion of trimethylamine enriched soil is a portion of soil with elevated levels of trimethylamine.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003085,skatole enriched soil,A portion of skatole enriched soil is a portion of soil with elevated levels of skatole.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003086,ethanol enriched soil,A portion of ethanol enriched soil is a portion of soil with elevated levels of ethanol.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003087,acetamide enriched soil,A portion of acetamide enriched soil is a portion of soil with elevated levels of acetamide.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003088,pantothenate enriched soil,A portion of pantothenate enriched soil is a portion of soil with elevated levels of pantothenate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003089,testosterone enriched soil,A portion of testosterone enriched soil is a portion of soil with elevated levels of testosterone.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003090,kynurenate enriched soil,A portion of kynurenate enriched soil is a portion of soil with elevated levels of kynurenate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003091,threonine enriched soil,A portion of threonine enriched soil is a portion of soil with elevated levels of threonine.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003092,salicylate enriched soil,A portion of salicylate enriched soil is a portion of soil with elevated levels of salicylate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003093,poly-beta-hydroxybutyrate enriched soil,A portion of poly-beta-hydroxybutyrate enriched soil is a portion of soil with elevated levels of poly-beta-hydroxybutyrate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003094,L-(+)-tartrate enriched soil,A portion of L-(+)-tartrate enriched soil is a portion of soil with elevated levels of L-(+)-tartrate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003095,quinate enriched soil,A portion of quinate enriched soil is a portion of soil with elevated levels of quinate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003096,tap water,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003097,bore hole water,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003859,horse manure,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003860,pig manure,Manure which is primarily composed of pig feces.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003869,straw,"An agricultural byproduct, the dry stalk of a cereal plant, after the nutrient grain or seed has been removed.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003870,rice straw,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003884,farmyard manure,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003900,rye grass silage,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003903,aviation fuel,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003908,poultry deep litter,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003914,chalk soil,Soil which has increased levels of chalk.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003927,stable manure,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003930,scum,A layer of impurities that accumulates at the surface of a liquid (especially water or molten metal).,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003965,anaerobic digester sludge,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003978,potato silage,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:00003982,travertine,Limestone which is deposited from the water of mineral springs or streams saturated with calcium carbonate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
